dependency_fraction,mean_gene_effect,n_models,source,target_id,updated_at
0.0024834437086092716,-0.02629317358498367,1208,DepMap,PARP2,2026-05-26 11:14:34.585491+00:00
0.0,0.057461573232742896,1208,DepMap,PBK,2026-05-26 11:14:34.585491+00:00
0.005794701986754967,-0.0360207068687889,1208,DepMap,PCSK7,2026-05-26 11:14:34.585491+00:00
0.04552980132450331,-0.23690657605302787,1208,DepMap,PCSK9,2026-05-26 11:14:34.585491+00:00
0.0,0.03263797175732267,1208,DepMap,PDCD1,2026-05-26 11:14:34.585491+00:00
0.062086092715231786,-0.1974265190314107,1208,DepMap,PDGFRA,2026-05-26 11:14:34.585491+00:00
0.023178807947019868,-0.08703477018382179,1208,DepMap,PDGFRB,2026-05-26 11:14:34.585491+00:00
0.0,0.11301485380563688,74,DepMap,PECAM1,2026-05-26 11:14:34.585491+00:00
0.0074503311258278145,-0.09499324329036843,1208,DepMap,PHF13,2026-05-26 11:14:34.585491+00:00
0.4271523178807947,-0.5051084278049357,1208,DepMap,PIK3CA,2026-05-26 11:14:34.585491+00:00
0.006622516556291391,-0.04275735025603428,1208,DepMap,PIK3CG,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,-0.03876931911116444,1208,DepMap,PIN1,2026-05-26 11:14:34.585491+00:00
0.0033112582781456954,-0.0008859266387950442,1208,DepMap,PINK1,2026-05-26 11:14:34.585491+00:00
0.8766556291390728,-0.9347606404019795,1208,DepMap,PKM,2026-05-26 11:14:34.585491+00:00
0.04552980132450331,-0.2078215380901784,1208,DepMap,PLG,2026-05-26 11:14:34.585491+00:00
0.0074503311258278145,-0.04996544872107588,1208,DepMap,PLTP,2026-05-26 11:14:34.585491+00:00
0.024006622516556293,-0.08606740194643636,1208,DepMap,PNPLA6,2026-05-26 11:14:34.585491+00:00
0.006622516556291391,-0.05176742211343441,1208,DepMap,PPARA,2026-05-26 11:14:34.585491+00:00
0.005794701986754967,-0.04283173536174941,1208,DepMap,PPARD,2026-05-26 11:14:34.585491+00:00
0.02566225165562914,0.005303179746808452,1208,DepMap,PPARG,2026-05-26 11:14:34.585491+00:00
0.06374172185430464,-0.24332577032614705,1208,DepMap,PPHLN1,2026-05-26 11:14:34.585491+00:00
0.028973509933774833,-0.16979771627405887,1208,DepMap,PRKACA,2026-05-26 11:14:34.585491+00:00
0.0,0.04216202026398128,1208,DepMap,PRKN,2026-05-26 11:14:34.585491+00:00
0.9486754966887417,-1.196651031041245,1208,DepMap,PRMT5,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,0.01895078918974073,1208,DepMap,PRNP,2026-05-26 11:14:34.585491+00:00
0.008278145695364239,-0.060640107578365694,1208,DepMap,PSEN1,2026-05-26 11:14:34.585491+00:00
0.0,0.02636967084069316,1208,DepMap,PSEN2,2026-05-26 11:14:34.585491+00:00
1.0,-2.34399864511111,1208,DepMap,PSMA1,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.01766261306109001,1208,DepMap,PTAFR,2026-05-26 11:14:34.585491+00:00
0.014072847682119206,0.3955673081831125,1208,DepMap,PTEN,2026-05-26 11:14:34.585491+00:00
0.0024834437086092716,-0.007359872006239759,1208,DepMap,PTGIR,2026-05-26 11:14:34.585491+00:00
0.0,0.07961816252669715,1208,DepMap,PTGS1,2026-05-26 11:14:34.585491+00:00
0.0,0.08054150770947015,1208,DepMap,PTGS2,2026-05-26 11:14:34.585491+00:00
0.6821192052980133,-0.7303530857445999,1208,DepMap,PTPN11,2026-05-26 11:14:34.585491+00:00
0.49503311258278143,-0.5128239587489143,1208,DepMap,RAD1,2026-05-26 11:14:34.585491+00:00
0.09437086092715231,-0.14297911392833954,1208,DepMap,RAF1,2026-05-26 11:14:34.585491+00:00
0.0074503311258278145,-0.0336008846798465,1208,DepMap,REL,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,-0.04652758515718312,1208,DepMap,REN,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,-0.11460259963396927,1208,DepMap,RET,2026-05-26 11:14:34.585491+00:00
