confidence,context_type,mention_count,paper_id,target_id
1.0,,,37906648,ADRB2
1.0,,,40023611,ADRB2
1.0,,,41423048,ADRB2
1.0,,,33301977,ADRB2
1.0,,,34421514,ADRB2
1.0,,,32301583,ADRB2
1.0,,,37488045,ADRB2
1.0,,,34280828,ADRB2
1.0,,,37256257,ADRB2
1.0,,,38037039,ADRB2
1.0,,,37683633,ADRB2
1.0,,,34731755,ADRB2
1.0,,,36672178,ADRB2
1.0,,,33193074,ADRB2
1.0,,,39765003,ADRB2
1.0,,,37693312,ADRB2
1.0,,,41288846,ADRB2
1.0,,,36163241,ADRB2
1.0,,,38373381,ADRB2
1.0,,,40439512,ADRB2
1.0,,,40007404,ADRB2
1.0,,,34169439,ADRB2
1.0,,,34516287,ADRB2
1.0,,,34459015,ADRB2
1.0,,,41546993,ADRB2
1.0,,,35595932,ADRB2
1.0,,,37234000,ADRB2
1.0,,,35955642,ADRB2
1.0,,,35918593,ADRB2
1.0,,,39062927,ADRB2
1.0,,,37717570,ADRB2
1.0,,,40963743,ADRB2
1.0,,,31926929,ADRB2
1.0,,,35075132,ADRB2
1.0,,,36768422,ADRB2
1.0,,,33084570,ADRB2
1.0,,,34280464,ADRB2
1.0,,,37415273,ADRB2
1.0,,,41636425,ADRB2
1.0,,,38430032,ADRB2
1.0,,,36134696,ADRB2
1.0,,,40473608,ADRA1A
1.0,,,37563160,ADRA1A
1.0,,,37339967,ADRA1A
1.0,,,31933413,ADRA1A
1.0,,,40660392,ADRA1A
1.0,,,40490152,ADRA1A
1.0,,,32113707,ADRA1A
1.0,,,35453646,ADRA1A
1.0,,,41155541,ADRA1A
1.0,,,41347690,ADRA1A
1.0,,,39327657,ADRA1A
1.0,,,36544813,ADRA1A
1.0,,,34706275,ADRA1A
1.0,,,35189481,ADRA1A
1.0,,,34861466,ADRA1A
1.0,,,37448695,ADRA1A
1.0,,,34730627,ADRA1A
1.0,,,34688693,ADRA1A
1.0,,,35078002,ADRA1A
1.0,,,33088687,ADRA1A
1.0,,,39658822,ADRA1A
1.0,,,38857067,ADRA1A
1.0,,,36816271,ADRA1A
1.0,,,40055190,ADRA1A
1.0,,,33246282,ADRA1A
1.0,,,39971019,ADRA1A
1.0,,,35832124,ADRA1A
1.0,,,37622313,ADRA1A
1.0,,,32971843,ADRA1A
1.0,,,34117816,ADRA1A
1.0,,,37540140,ADRA1A
1.0,,,36724959,ADRA1A
1.0,,,36030699,ADRA1A
1.0,,,33402011,ADRA1A
1.0,,,32739739,ADRA1A
1.0,,,41015805,ADRA1A
1.0,,,41726659,ADRA1A
1.0,,,39405910,ADRA1A
1.0,,,39766077,ADRA1A
1.0,,,34603374,ADRA1A
1.0,,,33246280,ADRA1A
1.0,,,34194527,ADRA1A
1.0,,,33691446,ADRA1A
1.0,,,41734664,ADRA1A
1.0,,,33862102,ADRA1A
1.0,,,41266267,ADRA1A
1.0,,,34035826,ADRA1A
1.0,,,39137067,ADRA2A
1.0,,,38788722,ADRA2A
1.0,,,36173843,ADRA2A
1.0,,,38242116,ADRA2A
1.0,,,40444459,ADRA2A
1.0,,,37828025,ADRA2A
1.0,,,38857067,ADRA2A
1.0,,,36085168,ADRA2A
1.0,,,38903083,ADRA2A
1.0,,,34930904,ADRA2A
1.0,,,39136088,ADRA2A
1.0,,,36628952,ADRA2A
1.0,,,35982797,ADRA2A
1.0,,,32074627,ADRA2A
1.0,,,35453646,ADRA2A
1.0,,,41055995,ADRA2A
1.0,,,41347690,ADRA2A
